cwe_id,name,type,score,relationship_count
244,Improper Clearing of Heap Memory Before Release ('Heap Inspection'),variant,3.8784,0
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),base,3.7206,0
1336,Improper Neutralization of Special Elements Used in a Template Engine,base,3.6399999999999997,0
917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),base,3.6399999999999997,0
94,Improper Control of Generation of Code ('Code Injection'),base,3.1356,0
494,Download of Code Without Integrity Check,base,2.8651999999999997,0
184,Incomplete List of Disallowed Inputs,base,2.73416,0
471,Modification of Assumed-Immutable Data (MAID),base,2.7196000000000002,0
481,Assigning instead of Comparing,variant,2.6784000000000003,0
669,Incorrect Resource Transfer Between Spheres,class,2.5519999999999996,0
